iri	VeryPositive	Positive	Neutral	Negative	VeryNegative
http://purl.obolibrary.org/obo/DOID_0080705	1.0	2.0	19.0	57.0	20.0
http://purl.obolibrary.org/obo/DOID_5482	5.0	10.0	13.0	56.0	16.0
http://purl.obolibrary.org/obo/DOID_0050887	1.0	2.0	26.0	54.0	17.0
http://purl.obolibrary.org/obo/DOID_2755	2.0	1.0	9.0	50.0	37.0
http://purl.obolibrary.org/obo/DOID_2755	1.0	2.0	14.0	66.0	18.0
http://purl.obolibrary.org/obo/DOID_14743	1.0	0.0	7.0	51.0	41.0
http://purl.obolibrary.org/obo/DOID_0050877	1.0	1.0	11.0	47.0	40.0
http://purl.obolibrary.org/obo/DOID_0110984	1.0	2.0	13.0	57.0	27.0
http://purl.obolibrary.org/obo/DOID_0110030	1.0	3.0	21.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0110956	2.0	3.0	15.0	64.0	16.0
http://purl.obolibrary.org/obo/DOID_529	2.0	4.0	22.0	58.0	13.0
http://purl.obolibrary.org/obo/DOID_0112221	1.0	1.0	13.0	45.0	40.0
http://purl.obolibrary.org/obo/DOID_14694	1.0	1.0	6.0	50.0	42.0
http://purl.obolibrary.org/obo/DOID_14694	6.0	38.0	31.0	20.0	4.0
http://purl.obolibrary.org/obo/DOID_0040064	3.0	8.0	24.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_0050767	29.0	61.0	5.0	3.0	2.0
http://purl.obolibrary.org/obo/DOID_0111482	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_11424	1.0	3.0	26.0	60.0	10.0
http://purl.obolibrary.org/obo/DOID_2929	2.0	2.0	12.0	55.0	30.0
http://purl.obolibrary.org/obo/DOID_2929	5.0	1.0	6.0	24.0	64.0
http://purl.obolibrary.org/obo/DOID_8924	2.0	8.0	26.0	56.0	9.0
http://purl.obolibrary.org/obo/DOID_0080583	4.0	14.0	32.0	41.0	8.0
http://purl.obolibrary.org/obo/DOID_0110282	1.0	2.0	18.0	61.0	18.0
http://purl.obolibrary.org/obo/DOID_0080930	1.0	4.0	26.0	59.0	10.0
http://purl.obolibrary.org/obo/DOID_0111752	1.0	3.0	24.0	58.0	15.0
http://purl.obolibrary.org/obo/DOID_0111800	1.0	1.0	13.0	55.0	29.0
http://purl.obolibrary.org/obo/DOID_5896	8.0	22.0	17.0	42.0	11.0
http://purl.obolibrary.org/obo/DOID_0110858	1.0	3.0	24.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_0050433	1.0	1.0	12.0	46.0	39.0
http://purl.obolibrary.org/obo/DOID_7615	3.0	6.0	20.0	58.0	13.0
http://purl.obolibrary.org/obo/DOID_0110183	1.0	4.0	36.0	52.0	7.0
http://purl.obolibrary.org/obo/DOID_0080053	1.0	0.0	9.0	52.0	38.0
http://purl.obolibrary.org/obo/DOID_0080123	2.0	1.0	7.0	36.0	55.0
http://purl.obolibrary.org/obo/DOID_811	2.0	1.0	11.0	55.0	32.0
http://purl.obolibrary.org/obo/DOID_7591	5.0	22.0	32.0	34.0	7.0
http://purl.obolibrary.org/obo/DOID_7962	7.0	21.0	27.0	35.0	9.0
http://purl.obolibrary.org/obo/DOID_0111843	1.0	1.0	13.0	44.0	41.0
http://purl.obolibrary.org/obo/DOID_0111145	2.0	3.0	18.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_9952	9.0	41.0	30.0	17.0	4.0
http://purl.obolibrary.org/obo/DOID_0111671	1.0	1.0	13.0	65.0	20.0
http://purl.obolibrary.org/obo/DOID_3303	4.0	10.0	21.0	52.0	13.0
http://purl.obolibrary.org/obo/DOID_299	1.0	2.0	11.0	62.0	24.0
http://purl.obolibrary.org/obo/DOID_2228	7.0	34.0	26.0	29.0	5.0
http://purl.obolibrary.org/obo/DOID_0060104	2.0	6.0	37.0	48.0	7.0
http://purl.obolibrary.org/obo/DOID_6514	2.0	3.0	19.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_4555	1.0	1.0	10.0	59.0	28.0
http://purl.obolibrary.org/obo/DOID_4880	5.0	14.0	22.0	49.0	10.0
http://purl.obolibrary.org/obo/DOID_0070253	10.0	25.0	18.0	37.0	11.0
http://purl.obolibrary.org/obo/DOID_0050425	2.0	10.0	40.0	42.0	6.0
http://purl.obolibrary.org/obo/DOID_0111509	1.0	3.0	20.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0111591	4.0	20.0	41.0	29.0	6.0
http://purl.obolibrary.org/obo/DOID_8457	1.0	0.0	3.0	13.0	83.0
http://purl.obolibrary.org/obo/DOID_0110373	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_9976	1.0	1.0	12.0	63.0	23.0
http://purl.obolibrary.org/obo/DOID_0090113	1.0	1.0	5.0	52.0	42.0
http://purl.obolibrary.org/obo/DOID_0060001	2.0	7.0	32.0	51.0	9.0
http://purl.obolibrary.org/obo/DOID_0080429	2.0	2.0	15.0	52.0	29.0
http://purl.obolibrary.org/obo/DOID_0111904	1.0	2.0	20.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_626	1.0	1.0	19.0	59.0	19.0
http://purl.obolibrary.org/obo/DOID_11190	2.0	14.0	47.0	33.0	5.0
http://purl.obolibrary.org/obo/DOID_11190	2.0	2.0	10.0	43.0	43.0
http://purl.obolibrary.org/obo/DOID_11190	1.0	1.0	13.0	63.0	22.0
http://purl.obolibrary.org/obo/DOID_0111692	1.0	1.0	13.0	57.0	28.0
http://purl.obolibrary.org/obo/DOID_11612	1.0	2.0	20.0	57.0	19.0
http://purl.obolibrary.org/obo/DOID_0050490	2.0	8.0	38.0	45.0	7.0
http://purl.obolibrary.org/obo/DOID_0050490	1.0	0.0	6.0	35.0	57.0
http://purl.obolibrary.org/obo/DOID_0111442	1.0	3.0	22.0	58.0	15.0
http://purl.obolibrary.org/obo/DOID_11976	3.0	6.0	26.0	48.0	16.0
http://purl.obolibrary.org/obo/DOID_3156	1.0	2.0	17.0	65.0	16.0
http://purl.obolibrary.org/obo/DOID_0111512	3.0	7.0	24.0	54.0	12.0
http://purl.obolibrary.org/obo/DOID_0110384	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0050603	1.0	3.0	27.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_0070281	1.0	3.0	24.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_12718	6.0	25.0	31.0	31.0	7.0
http://purl.obolibrary.org/obo/DOID_0110346	1.0	3.0	20.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_6314	3.0	11.0	33.0	45.0	8.0
http://purl.obolibrary.org/obo/DOID_1060	2.0	2.0	9.0	44.0	42.0
http://purl.obolibrary.org/obo/DOID_0080691	5.0	12.0	25.0	44.0	14.0
http://purl.obolibrary.org/obo/DOID_7880	9.0	21.0	20.0	38.0	12.0
http://purl.obolibrary.org/obo/DOID_0112078	1.0	2.0	15.0	69.0	13.0
http://purl.obolibrary.org/obo/DOID_0080577	1.0	2.0	14.0	67.0	16.0
http://purl.obolibrary.org/obo/DOID_9063	2.0	1.0	3.0	41.0	54.0
http://purl.obolibrary.org/obo/DOID_9063	1.0	2.0	16.0	64.0	17.0
http://purl.obolibrary.org/obo/DOID_0110483	1.0	3.0	25.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_0110392	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0111992	0.0	1.0	16.0	61.0	21.0
http://purl.obolibrary.org/obo/DOID_10022	2.0	2.0	11.0	62.0	23.0
http://purl.obolibrary.org/obo/DOID_4062	3.0	8.0	24.0	55.0	11.0
http://purl.obolibrary.org/obo/DOID_0111492	1.0	2.0	20.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_0090086	1.0	1.0	11.0	60.0	27.0
http://purl.obolibrary.org/obo/DOID_13272	4.0	14.0	29.0	43.0	9.0
http://purl.obolibrary.org/obo/DOID_13272	2.0	2.0	15.0	60.0	21.0
http://purl.obolibrary.org/obo/DOID_13272	1.0	1.0	14.0	54.0	29.0
http://purl.obolibrary.org/obo/DOID_13272	11.0	24.0	18.0	34.0	13.0
http://purl.obolibrary.org/obo/DOID_0050440	2.0	3.0	10.0	64.0	21.0
http://purl.obolibrary.org/obo/DOID_0060156	2.0	5.0	21.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0050461	1.0	0.0	6.0	45.0	49.0
http://purl.obolibrary.org/obo/DOID_3482	2.0	1.0	8.0	42.0	48.0
http://purl.obolibrary.org/obo/DOID_0080569	2.0	1.0	11.0	37.0	50.0
http://purl.obolibrary.org/obo/DOID_0080813	1.0	1.0	15.0	43.0	40.0
http://purl.obolibrary.org/obo/DOID_13145	2.0	1.0	10.0	59.0	28.0
http://purl.obolibrary.org/obo/DOID_9972	1.0	1.0	9.0	54.0	36.0
http://purl.obolibrary.org/obo/DOID_2908	1.0	1.0	9.0	59.0	29.0
http://purl.obolibrary.org/obo/DOID_8791	3.0	7.0	20.0	57.0	13.0
http://purl.obolibrary.org/obo/DOID_11336	4.0	8.0	23.0	48.0	16.0
http://purl.obolibrary.org/obo/DOID_0111212	2.0	3.0	20.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_10349	2.0	7.0	26.0	53.0	12.0
http://purl.obolibrary.org/obo/DOID_2097	2.0	1.0	11.0	42.0	44.0
http://purl.obolibrary.org/obo/DOID_0050820	7.0	26.0	18.0	38.0	11.0
http://purl.obolibrary.org/obo/DOID_0111018	2.0	3.0	13.0	65.0	17.0
http://purl.obolibrary.org/obo/DOID_0111785	1.0	2.0	18.0	56.0	23.0
http://purl.obolibrary.org/obo/DOID_820	8.0	21.0	25.0	36.0	10.0
http://purl.obolibrary.org/obo/DOID_0050674	1.0	2.0	18.0	57.0	23.0
http://purl.obolibrary.org/obo/DOID_0070169	1.0	2.0	21.0	65.0	12.0
http://purl.obolibrary.org/obo/DOID_0080663	2.0	2.0	13.0	57.0	26.0
http://purl.obolibrary.org/obo/DOID_0050441	1.0	1.0	13.0	53.0	32.0
http://purl.obolibrary.org/obo/DOID_0110985	2.0	2.0	16.0	56.0	25.0
http://purl.obolibrary.org/obo/DOID_0060820	1.0	1.0	13.0	36.0	49.0
http://purl.obolibrary.org/obo/DOID_0080703	1.0	1.0	12.0	66.0	20.0
http://purl.obolibrary.org/obo/DOID_0110717	2.0	2.0	11.0	64.0	21.0
http://purl.obolibrary.org/obo/DOID_0080451	1.0	0.0	11.0	21.0	67.0
http://purl.obolibrary.org/obo/DOID_0080829	1.0	2.0	6.0	75.0	17.0
http://purl.obolibrary.org/obo/DOID_3347	2.0	5.0	17.0	64.0	13.0
http://purl.obolibrary.org/obo/DOID_0111353	3.0	2.0	8.0	62.0	25.0
http://purl.obolibrary.org/obo/DOID_3011	5.0	11.0	17.0	52.0	14.0
http://purl.obolibrary.org/obo/DOID_0080881	4.0	9.0	23.0	52.0	12.0
http://purl.obolibrary.org/obo/DOID_0080687	1.0	1.0	13.0	55.0	29.0
http://purl.obolibrary.org/obo/DOID_0050537	3.0	5.0	12.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_0050771	1.0	1.0	9.0	58.0	30.0
http://purl.obolibrary.org/obo/DOID_14248	1.0	4.0	29.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_14248	2.0	2.0	8.0	58.0	30.0
http://purl.obolibrary.org/obo/DOID_0081003	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_14019	2.0	3.0	14.0	62.0	20.0
http://purl.obolibrary.org/obo/DOID_14019	1.0	1.0	13.0	55.0	31.0
http://purl.obolibrary.org/obo/DOID_11702	3.0	8.0	22.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_0110480	1.0	3.0	24.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_0111055	1.0	1.0	16.0	56.0	25.0
http://purl.obolibrary.org/obo/DOID_0060395	1.0	1.0	8.0	44.0	46.0
http://purl.obolibrary.org/obo/DOID_0060044	9.0	34.0	21.0	30.0	7.0
http://purl.obolibrary.org/obo/DOID_3827	7.0	23.0	27.0	35.0	8.0
http://purl.obolibrary.org/obo/DOID_0111112	1.0	4.0	35.0	52.0	8.0
http://purl.obolibrary.org/obo/DOID_0080304	18.0	35.0	12.0	24.0	10.0
http://purl.obolibrary.org/obo/DOID_0111501	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_0110364	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0080019	1.0	2.0	14.0	62.0	21.0
http://purl.obolibrary.org/obo/DOID_891	1.0	2.0	25.0	63.0	9.0
http://purl.obolibrary.org/obo/DOID_0111956	1.0	2.0	22.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_0111046	1.0	1.0	14.0	49.0	34.0
http://purl.obolibrary.org/obo/DOID_0111279	2.0	4.0	14.0	63.0	16.0
http://purl.obolibrary.org/obo/DOID_0110395	1.0	3.0	21.0	63.0	13.0
http://purl.obolibrary.org/obo/DOID_0060309	2.0	7.0	31.0	52.0	9.0
http://purl.obolibrary.org/obo/DOID_864	3.0	8.0	24.0	52.0	12.0
http://purl.obolibrary.org/obo/DOID_0110249	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_3458	2.0	3.0	12.0	65.0	18.0
http://purl.obolibrary.org/obo/DOID_4851	5.0	5.0	12.0	52.0	26.0
http://purl.obolibrary.org/obo/DOID_5531	5.0	11.0	16.0	54.0	14.0
http://purl.obolibrary.org/obo/DOID_0110934	1.0	3.0	23.0	61.0	12.0
http://purl.obolibrary.org/obo/DOID_0050438	1.0	1.0	14.0	49.0	35.0
http://purl.obolibrary.org/obo/DOID_6682	2.0	7.0	34.0	49.0	8.0
http://purl.obolibrary.org/obo/DOID_7048	1.0	3.0	24.0	57.0	15.0
http://purl.obolibrary.org/obo/DOID_0111304	3.0	7.0	18.0	58.0	15.0
http://purl.obolibrary.org/obo/DOID_3196	1.0	1.0	15.0	64.0	19.0
http://purl.obolibrary.org/obo/DOID_0080889	5.0	30.0	42.0	20.0	4.0
http://purl.obolibrary.org/obo/DOID_9856	3.0	12.0	29.0	47.0	9.0
http://purl.obolibrary.org/obo/DOID_14780	2.0	2.0	7.0	37.0	51.0
http://purl.obolibrary.org/obo/DOID_2365	2.0	1.0	4.0	43.0	51.0
http://purl.obolibrary.org/obo/DOID_2365	16.0	63.0	17.0	3.0	1.0
http://purl.obolibrary.org/obo/DOID_0050807	1.0	1.0	9.0	58.0	30.0
http://purl.obolibrary.org/obo/DOID_10794	1.0	3.0	26.0	60.0	9.0
http://purl.obolibrary.org/obo/DOID_0060669	1.0	1.0	12.0	52.0	34.0
http://purl.obolibrary.org/obo/DOID_11920	5.0	18.0	37.0	34.0	7.0
http://purl.obolibrary.org/obo/DOID_0050853	2.0	2.0	13.0	54.0	29.0
http://purl.obolibrary.org/obo/DOID_0040061	2.0	10.0	33.0	47.0	8.0
http://purl.obolibrary.org/obo/DOID_0111229	2.0	3.0	19.0	59.0	17.0
http://purl.obolibrary.org/obo/DOID_0080386	2.0	4.0	22.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_635	1.0	0.0	8.0	35.0	56.0
http://purl.obolibrary.org/obo/DOID_635	4.0	18.0	32.0	39.0	7.0
http://purl.obolibrary.org/obo/DOID_0111707	1.0	2.0	19.0	59.0	18.0
http://purl.obolibrary.org/obo/DOID_0112001	1.0	1.0	12.0	59.0	27.0
http://purl.obolibrary.org/obo/DOID_3606	8.0	28.0	29.0	27.0	7.0
http://purl.obolibrary.org/obo/DOID_11629	1.0	1.0	9.0	56.0	33.0
http://purl.obolibrary.org/obo/DOID_0112116	1.0	4.0	30.0	56.0	10.0
http://purl.obolibrary.org/obo/DOID_0111418	1.0	3.0	20.0	61.0	15.0
http://purl.obolibrary.org/obo/DOID_0050848	1.0	0.0	5.0	21.0	74.0
http://purl.obolibrary.org/obo/DOID_0060901	1.0	1.0	16.0	58.0	24.0
http://purl.obolibrary.org/obo/DOID_0080550	3.0	6.0	17.0	58.0	16.0
http://purl.obolibrary.org/obo/DOID_5590	14.0	39.0	21.0	20.0	6.0
http://purl.obolibrary.org/obo/DOID_0110682	4.0	9.0	17.0	55.0	15.0
http://purl.obolibrary.org/obo/DOID_0060864	1.0	2.0	17.0	60.0	20.0
http://purl.obolibrary.org/obo/DOID_0050572	3.0	9.0	18.0	57.0	12.0
http://purl.obolibrary.org/obo/DOID_10128	2.0	4.0	23.0	58.0	13.0
http://purl.obolibrary.org/obo/DOID_0110989	3.0	4.0	13.0	62.0	18.0
http://purl.obolibrary.org/obo/DOID_0110674	4.0	8.0	16.0	55.0	17.0
http://purl.obolibrary.org/obo/DOID_0001816	2.0	5.0	22.0	62.0	9.0
http://purl.obolibrary.org/obo/DOID_0111382	1.0	2.0	21.0	62.0	13.0
http://purl.obolibrary.org/obo/DOID_0111381	1.0	2.0	15.0	56.0	25.0
http://purl.obolibrary.org/obo/DOID_0080717	1.0	0.0	4.0	32.0	62.0
http://purl.obolibrary.org/obo/DOID_3457	0.0	1.0	10.0	70.0	18.0
http://purl.obolibrary.org/obo/DOID_13800	6.0	2.0	5.0	38.0	49.0
http://purl.obolibrary.org/obo/DOID_13800	1.0	2.0	16.0	65.0	16.0
http://purl.obolibrary.org/obo/DOID_0060656	2.0	4.0	23.0	56.0	15.0
http://purl.obolibrary.org/obo/DOID_10595	2.0	2.0	11.0	53.0	32.0
http://purl.obolibrary.org/obo/DOID_0080727	2.0	2.0	11.0	59.0	26.0
http://purl.obolibrary.org/obo/DOID_0111131	3.0	7.0	23.0	56.0	12.0
http://purl.obolibrary.org/obo/DOID_0040092	4.0	9.0	14.0	58.0	15.0
http://purl.obolibrary.org/obo/DOID_0060254	3.0	11.0	28.0	48.0	10.0
http://purl.obolibrary.org/obo/DOID_3010	1.0	2.0	15.0	67.0	15.0
http://purl.obolibrary.org/obo/DOID_1324	5.0	18.0	37.0	34.0	7.0
http://purl.obolibrary.org/obo/DOID_1921	12.0	25.0	15.0	36.0	12.0
http://purl.obolibrary.org/obo/DOID_5812	1.0	1.0	11.0	45.0	42.0
http://purl.obolibrary.org/obo/DOID_0111228	1.0	2.0	23.0	63.0	12.0
http://purl.obolibrary.org/obo/DOID_10930	1.0	6.0	26.0	58.0	9.0
http://purl.obolibrary.org/obo/DOID_8455	1.0	1.0	13.0	55.0	29.0
http://purl.obolibrary.org/obo/DOID_0111762	1.0	1.0	11.0	61.0	27.0
http://purl.obolibrary.org/obo/DOID_0111094	1.0	3.0	22.0	60.0	13.0
http://purl.obolibrary.org/obo/DOID_9455	2.0	5.0	20.0	55.0	17.0
http://purl.obolibrary.org/obo/DOID_12402	1.0	3.0	39.0	50.0	6.0
http://purl.obolibrary.org/obo/DOID_0080485	1.0	3.0	19.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0110385	2.0	8.0	36.0	47.0	7.0
http://purl.obolibrary.org/obo/DOID_0060638	1.0	0.0	8.0	57.0	34.0
http://purl.obolibrary.org/obo/DOID_0111969	1.0	1.0	18.0	62.0	19.0
http://purl.obolibrary.org/obo/DOID_0060280	2.0	2.0	20.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0080596	3.0	4.0	11.0	62.0	20.0
http://purl.obolibrary.org/obo/DOID_0112133	2.0	2.0	13.0	44.0	40.0
http://purl.obolibrary.org/obo/DOID_0060547	2.0	3.0	14.0	62.0	19.0
http://purl.obolibrary.org/obo/DOID_0070293	1.0	3.0	24.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_0111618	1.0	1.0	12.0	47.0	38.0
http://purl.obolibrary.org/obo/DOID_0060364	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_1495	6.0	21.0	26.0	39.0	8.0
http://purl.obolibrary.org/obo/DOID_1495	1.0	3.0	18.0	58.0	20.0
http://purl.obolibrary.org/obo/DOID_1495	2.0	3.0	17.0	62.0	17.0
http://purl.obolibrary.org/obo/DOID_1495	30.0	48.0	11.0	7.0	4.0
http://purl.obolibrary.org/obo/DOID_1495	19.0	51.0	12.0	13.0	5.0
http://purl.obolibrary.org/obo/DOID_4525	5.0	13.0	23.0	48.0	11.0
http://purl.obolibrary.org/obo/DOID_0111120	2.0	4.0	16.0	64.0	14.0
http://purl.obolibrary.org/obo/DOID_4948	3.0	6.0	16.0	60.0	15.0
http://purl.obolibrary.org/obo/DOID_12510	2.0	9.0	30.0	51.0	8.0
http://purl.obolibrary.org/obo/DOID_0112165	2.0	5.0	23.0	58.0	12.0
http://purl.obolibrary.org/obo/DOID_0110276	1.0	2.0	19.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_7079	7.0	41.0	44.0	6.0	2.0
http://purl.obolibrary.org/obo/DOID_0112037	1.0	2.0	16.0	54.0	27.0
http://purl.obolibrary.org/obo/DOID_0040076	3.0	8.0	26.0	53.0	10.0
http://purl.obolibrary.org/obo/DOID_0110957	1.0	2.0	21.0	64.0	12.0
http://purl.obolibrary.org/obo/DOID_10071	2.0	4.0	18.0	58.0	18.0
http://purl.obolibrary.org/obo/DOID_6812	2.0	11.0	47.0	35.0	5.0
http://purl.obolibrary.org/obo/DOID_7379	3.0	5.0	13.0	62.0	17.0
http://purl.obolibrary.org/obo/DOID_0110830	1.0	3.0	22.0	61.0	13.0
http://purl.obolibrary.org/obo/DOID_8692	4.0	14.0	24.0	48.0	10.0
http://purl.obolibrary.org/obo/DOID_0070117	5.0	12.0	17.0	52.0	14.0
http://purl.obolibrary.org/obo/DOID_0110159	1.0	3.0	22.0	64.0	10.0
http://purl.obolibrary.org/obo/DOID_12663	1.0	1.0	12.0	43.0	42.0
http://purl.obolibrary.org/obo/DOID_0080124	2.0	1.0	6.0	35.0	57.0
http://purl.obolibrary.org/obo/DOID_0040085	11.0	23.0	18.0	35.0	12.0
http://purl.obolibrary.org/obo/DOID_0060565	1.0	2.0	18.0	56.0	23.0
http://purl.obolibrary.org/obo/DOID_9274	5.0	10.0	18.0	52.0	15.0
http://purl.obolibrary.org/obo/DOID_0110067	1.0	1.0	9.0	70.0	20.0
http://purl.obolibrary.org/obo/DOID_5134	7.0	19.0	22.0	42.0	11.0
http://purl.obolibrary.org/obo/DOID_0110208	2.0	5.0	17.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_12028	4.0	13.0	29.0	46.0	8.0
http://purl.obolibrary.org/obo/DOID_0111035	1.0	2.0	19.0	63.0	14.0
http://purl.obolibrary.org/obo/DOID_0040050	4.0	12.0	26.0	47.0	10.0
http://purl.obolibrary.org/obo/DOID_11180	4.0	12.0	25.0	49.0	10.0
http://purl.obolibrary.org/obo/DOID_0110532	2.0	5.0	20.0	59.0	13.0
http://purl.obolibrary.org/obo/DOID_7442	1.0	2.0	15.0	68.0	13.0
http://purl.obolibrary.org/obo/DOID_3672	33.0	57.0	8.0	1.0	1.0
http://purl.obolibrary.org/obo/DOID_0080288	2.0	3.0	14.0	66.0	16.0
http://purl.obolibrary.org/obo/DOID_0080061	2.0	1.0	7.0	42.0	48.0
http://purl.obolibrary.org/obo/DOID_819	1.0	2.0	16.0	61.0	19.0
http://purl.obolibrary.org/obo/DOID_1923	1.0	1.0	17.0	59.0	22.0
http://purl.obolibrary.org/obo/DOID_0050676	1.0	1.0	14.0	59.0	24.0
http://purl.obolibrary.org/obo/DOID_0110307	2.0	5.0	16.0	62.0	15.0
http://purl.obolibrary.org/obo/DOID_0111574	2.0	7.0	35.0	48.0	8.0
http://purl.obolibrary.org/obo/DOID_0080641	3.0	11.0	24.0	52.0	10.0
http://purl.obolibrary.org/obo/DOID_13098	2.0	4.0	23.0	60.0	12.0
http://purl.obolibrary.org/obo/DOID_0080370	2.0	10.0	36.0	44.0	7.0
http://purl.obolibrary.org/obo/DOID_0060230	1.0	1.0	12.0	35.0	50.0
http://purl.obolibrary.org/obo/DOID_0070029	2.0	2.0	14.0	53.0	30.0
http://purl.obolibrary.org/obo/DOID_0080380	1.0	3.0	18.0	58.0	20.0
http://purl.obolibrary.org/obo/DOID_0060572	3.0	7.0	28.0	52.0	10.0
http://purl.obolibrary.org/obo/DOID_10606	1.0	1.0	14.0	59.0	24.0
http://purl.obolibrary.org/obo/DOID_0111852	1.0	2.0	15.0	57.0	26.0
http://purl.obolibrary.org/obo/DOID_5539	5.0	19.0	36.0	33.0	7.0
http://purl.obolibrary.org/obo/DOID_0110514	3.0	7.0	18.0	57.0	14.0
http://purl.obolibrary.org/obo/DOID_60008	1.0	3.0	20.0	62.0	14.0
http://purl.obolibrary.org/obo/DOID_0060895	1.0	1.0	10.0	66.0	22.0
http://purl.obolibrary.org/obo/DOID_0110622	2.0	1.0	7.0	43.0	47.0
http://purl.obolibrary.org/obo/DOID_0070251	4.0	7.0	14.0	60.0	16.0
http://purl.obolibrary.org/obo/DOID_0060346	2.0	7.0	29.0	51.0	10.0
http://purl.obolibrary.org/obo/DOID_0050994	2.0	1.0	5.0	49.0	43.0
http://purl.obolibrary.org/obo/DOID_0070196	1.0	2.0	20.0	55.0	22.0
http://purl.obolibrary.org/obo/DOID_0112073	1.0	2.0	15.0	69.0	13.0
http://purl.obolibrary.org/obo/DOID_0111331	1.0	1.0	15.0	48.0	35.0
http://purl.obolibrary.org/obo/DOID_0080058	2.0	1.0	8.0	42.0	47.0
http://purl.obolibrary.org/obo/DOID_0050211	1.0	0.0	8.0	31.0	60.0
http://purl.obolibrary.org/obo/DOID_0050211	1.0	0.0	6.0	29.0	64.0
http://purl.obolibrary.org/obo/DOID_0112145	1.0	1.0	15.0	58.0	25.0
http://purl.obolibrary.org/obo/DOID_0111812	1.0	2.0	16.0	57.0	24.0
http://purl.obolibrary.org/obo/DOID_0060571	3.0	5.0	14.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_6316	1.0	3.0	17.0	62.0	16.0
http://purl.obolibrary.org/obo/DOID_0112122	1.0	2.0	19.0	61.0	17.0
http://purl.obolibrary.org/obo/DOID_7	1.0	1.0	6.0	64.0	29.0
http://purl.obolibrary.org/obo/DOID_0110150	1.0	8.0	42.0	42.0	6.0
http://purl.obolibrary.org/obo/DOID_0111575	1.0	3.0	22.0	59.0	15.0
http://purl.obolibrary.org/obo/DOID_5917	4.0	9.0	21.0	53.0	13.0
http://purl.obolibrary.org/obo/DOID_3265	1.0	2.0	18.0	62.0	17.0
http://purl.obolibrary.org/obo/DOID_3265	3.0	4.0	14.0	58.0	21.0
http://purl.obolibrary.org/obo/DOID_0070290	1.0	3.0	24.0	62.0	10.0
http://purl.obolibrary.org/obo/DOID_0111477	1.0	1.0	17.0	53.0	27.0
http://purl.obolibrary.org/obo/DOID_0110712	2.0	4.0	20.0	53.0	21.0
http://purl.obolibrary.org/obo/DOID_0110077	6.0	15.0	17.0	49.0	13.0
http://purl.obolibrary.org/obo/DOID_12559	1.0	2.0	17.0	54.0	26.0
http://purl.obolibrary.org/obo/DOID_0060770	3.0	5.0	20.0	56.0	16.0
http://purl.obolibrary.org/obo/DOID_4914	3.0	7.0	25.0	54.0	11.0
http://purl.obolibrary.org/obo/DOID_5642	1.0	0.0	15.0	31.0	52.0
http://purl.obolibrary.org/obo/DOID_0111806	1.0	2.0	18.0	63.0	15.0
http://purl.obolibrary.org/obo/DOID_1210	2.0	3.0	17.0	61.0	16.0
http://purl.obolibrary.org/obo/DOID_0050523	1.0	0.0	9.0	44.0	46.0
http://purl.obolibrary.org/obo/DOID_0050523	4.0	20.0	41.0	30.0	5.0
http://purl.obolibrary.org/obo/DOID_0111373	1.0	2.0	22.0	61.0	14.0
http://purl.obolibrary.org/obo/DOID_0111511	1.0	2.0	17.0	61.0	19.0
